2024/09/14,#genre#
MAX极速汽车,http://www.lebaobei.top:6868/udp/239.255.30.149:8231
羽毛球精品赛事,http://www.lebaobei.top:6868/udp/239.255.29.31:8231
IPTV5+,http://www.lebaobei.top:6868/udp/239.255.30.115:8231
陇上生活,http://www.lebaobei.top:6868/udp/239.255.30.73:8231
临夏新闻,http://www.lebaobei.top:6868/udp/239.255.30.107:8231
来自甘肃电信(www.lebaobei.top:6868)的组播源共有105个频道：
临夏文旅,http://www.lebaobei.top:6868/udp/239.255.30.108:8231
临夏经济,http://www.lebaobei.top:6868/udp/239.255.30.106:8231
快乐垂钓,http://www.lebaobei.top:6868/udp/239.255.29.26:8231
卡酷少儿,http://www.lebaobei.top:6868/udp/239.255.29.38:8231
金鹰纪实,http://www.lebaobei.top:6868/udp/239.255.29.39:8231
金色学堂,http://www.lebaobei.top:6868/udp/239.255.29.23:8231
欢笑剧场,http://www.lebaobei.top:6868/udp/239.255.29.19:8231
欢笑剧场,http://www.lebaobei.top:6868/udp/239.255.29.7:8231
都市剧场,http://www.lebaobei.top:6868/udp/239.255.29.41:8231
动漫秀场,http://www.lebaobei.top:6868/udp/239.255.29.16:8231
哈哈炫动,http://www.lebaobei.top:6868/udp/239.255.29.37:8231
Bestv1,http://www.lebaobei.top:6868/udp/239.255.30.100:8231
Bestv2,http://www.lebaobei.top:6868/udp/239.255.30.118:8231
Bestv3,http://www.lebaobei.top:6868/udp/239.255.30.150:8231
Bestv4,http://www.lebaobei.top:6868/udp/239.255.30.151:8231
Bestv5,http://www.lebaobei.top:6868/udp/239.255.30.160:8231
Bestv6,http://www.lebaobei.top:6868/udp/239.255.30.166:8231
Bestv7,http://www.lebaobei.top:6868/udp/239.255.30.167:8231
Bestv8,http://www.lebaobei.top:6868/udp/239.255.30.168:8231
Bestv9,http://www.lebaobei.top:6868/udp/239.255.30.193:8231
来自甘肃电信(www.lebaobei.top:6868)的组播源共有105个频道：
Bestv10,http://www.lebaobei.top:6868/udp/239.255.30.194:8231
Bestv11,http://www.lebaobei.top:6868/udp/239.255.30.196:8231
Bestv12,http://www.lebaobei.top:6868/udp/239.255.30.197:8231
Bestv13,http://www.lebaobei.top:6868/udp/239.255.30.198:8231
Bestv14,http://www.lebaobei.top:6868/udp/239.255.30.217:8231
Bestv15,http://www.lebaobei.top:6868/udp/239.255.30.236:8231
Bestv16,http://www.lebaobei.top:6868/udp/239.255.30.249:8231
06广东组播,#genre#███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
广东卫视高清,http://116.21.126.59:3333/udp/239.77.1.19:5146
广东卫视高清,http://116.21.126.59:3333/udp/239.77.1.152:5146
广东卫视高清,http://116.21.126.59:3333/udp/239.77.0.84:5146
广东卫视超清,http://116.21.126.59:3333/udp/239.77.0.166:5146
广东珠江高清,http://116.21.126.59:3333/udp/239.77.0.1:5146
广东珠江超清,http://116.21.126.59:3333/udp/239.77.0.114:5146
广东新闻高清,http://116.21.126.59:3333/udp/239.77.0.173:5146
广东民生高清,http://116.21.126.59:3333/udp/239.77.0.225:5146
广东体育高清,http://116.21.126.59:3333/udp/239.77.0.112:5146
广东体育超清,http://116.21.126.59:3333/udp/239.77.0.168:5146
经济科教高清,http://116.21.126.59:3333/udp/239.77.0.85:5146
经济科教超清,http://116.21.126.59:3333/udp/239.77.0.167:5146
大湾区卫视高清,http://116.21.126.59:3333/udp/239.77.0.215:5146
广东影视高清,http://116.21.126.59:3333/udp/239.77.0.217:5146
南国都市 4K,http://116.21.126.59:3333/udp/239.253.43.99:5146
广东少儿高清,http://116.21.126.59:3333/udp/239.77.0.250:5146
嘉佳卡通高清,http://116.21.126.59:3333/udp/239.77.0.179:5146
CCTV-1高清,http://116.21.126.59:3333/udp/239.77.1.17:5146
CCTV-1高清,http://116.21.126.59:3333/udp/239.77.1.144:5146
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
CCTV-1高清,http://116.21.126.59:3333/udp/239.77.0.86:5146
CCTV-1超清,http://116.21.126.59:3333/udp/239.77.0.129:5146
CCTV-2高清,http://116.21.126.59:3333/udp/239.77.1.158:5146
CCTV-2高清,http://116.21.126.59:3333/udp/239.253.43.17:5146
CCTV-2高清测试,http://116.21.126.59:3333/udp/239.77.0.137:5146
CCTV-3高清,http://116.21.126.59:3333/udp/239.77.0.169:5146
CCTV-3超清,http://116.21.126.59:3333/udp/239.77.0.175:5146
CCTV-4高清,http://116.21.126.59:3333/udp/239.77.1.163:5146
CCTV-4高清,http://116.21.126.59:3333/udp/239.77.1.166:5146
CCTV-4高清,http://116.21.126.59:3333/udp/239.77.0.78:5146
CCTV-5高清,http://116.21.126.59:3333/udp/239.77.0.170:5146
CCTV-5超清,http://116.21.126.59:3333/udp/239.77.0.177:5146
CCTV-5+高清,http://116.21.126.59:3333/udp/239.77.0.87:5146
CCTV-5+高清,http://116.21.126.59:3333/udp/239.77.1.31:5146
CCTV-5+高清,http://116.21.126.59:3333/udp/239.77.1.147:5146
CCTV-6高清,http://116.21.126.59:3333/udp/239.77.0.171:5146
CCTV-6超清,http://116.21.126.59:3333/udp/239.77.0.178:5146
CCTV-7高清,http://116.21.126.59:3333/udp/239.77.1.159:5146
CCTV-7高清,http://116.21.126.59:3333/udp/239.77.1.167:5146
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
CCTV-7高清测试,http://116.21.126.59:3333/udp/239.77.0.138:5146
CCTV-8高清,http://116.21.126.59:3333/udp/239.77.0.172:5146
CCTV-8超清,http://116.21.126.59:3333/udp/239.77.0.181:5146
CCTV-9高清,http://116.21.126.59:3333/udp/239.77.1.160:5146
CCTV-9高清,http://116.21.126.59:3333/udp/239.77.1.168:5146
CCTV-9高清测试,http://116.21.126.59:3333/udp/239.77.0.135:5146
CCTV-10高清,http://116.21.126.59:3333/udp/239.77.1.113:5146
CCTV-10高清,http://116.21.126.59:3333/udp/239.77.1.169:5146
CCTV-10高清测试,http://116.21.126.59:3333/udp/239.77.0.134:5146
CCTV-11高清,http://116.21.126.59:3333/udp/239.77.1.238:5146
CCTV-12高清,http://116.21.126.59:3333/udp/239.77.1.109:5146
CCTV-12高清,http://116.21.126.59:3333/udp/239.77.1.170:5146
CCTV-12高清测试,http://116.21.126.59:3333/udp/239.77.0.136:5146
CCTV-13高清,http://116.21.126.59:3333/udp/239.77.0.188:5146
CCTV-13高清,http://116.21.126.59:3333/udp/239.253.43.196:5146
CCTV-14高清,http://116.21.126.59:3333/udp/239.77.1.161:5146
CCTV-14高清,http://116.21.126.59:3333/udp/239.77.1.171:5146
CCTV-14高清测试,http://116.21.126.59:3333/udp/239.77.0.133:5146
CCTV-15高清,http://116.21.126.59:3333/udp/239.77.1.239:5146
CCTV-16高清,http://116.21.126.59:3333/udp/239.77.0.165:5146
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
CCTV-16高清,http://116.21.126.59:3333/udp/239.77.1.76:5146
CCTV-16 4K,http://116.21.126.59:3333/udp/239.77.1.98:5146
CCTV-17高清,http://116.21.126.59:3333/udp/239.77.1.121:5146
CCTV-4K 4K,http://116.21.126.59:3333/udp/239.77.0.194:5146
CCTV-4K 4K50p,http://116.21.126.59:3333/udp/239.77.0.174:5146
CGTN,http://116.21.126.59:3333/udp/239.77.0.45:5146
CGTN,http://116.21.126.59:3333/udp/239.77.1.27:5146
CGTN英语高清,http://116.21.126.59:3333/udp/239.77.0.199:5146
CGTN西班牙语高清,http://116.21.126.59:3333/udp/239.77.0.221:5146
CGTN法语高清,http://116.21.126.59:3333/udp/239.77.0.228:5146
CGTN阿拉伯语高清,http://116.21.126.59:3333/udp/239.253.43.200:5146
CGTN俄语高清,http://116.21.126.59:3333/udp/239.253.43.201:5146
广东卫视,http://116.21.126.59:3333/udp/239.77.0.2:5146
广东卫视,http://116.21.126.59:3333/udp/239.77.1.2:5146
广东珠江,http://116.21.126.59:3333/udp/239.77.0.3:5146
广东珠江,http://116.21.126.59:3333/udp/239.77.1.94:5146
广东新闻,http://116.21.126.59:3333/udp/239.77.0.4:5146
广东民生,http://116.21.126.59:3333/udp/239.77.0.5:5146
广东体育,http://116.21.126.59:3333/udp/239.77.0.6:5146
广东体育,http://116.21.126.59:3333/udp/239.77.1.97:5146
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
广东国际,http://116.21.126.59:3333/udp/239.77.0.7:5146
经济科教,http://116.21.126.59:3333/udp/239.77.0.8:5146
大湾区卫视,http://116.21.126.59:3333/udp/239.77.0.9:5146
大湾区卫视,http://116.21.126.59:3333/udp/239.77.1.12:5146
广东影视,http://116.21.126.59:3333/udp/239.77.0.11:5146
广东少儿,http://116.21.126.59:3333/udp/239.77.0.12:5146
嘉佳卡通,http://116.21.126.59:3333/udp/239.77.0.13:5146
嘉佳卡通,http://116.21.126.59:3333/udp/239.77.1.15:5146
南方购物,http://116.21.126.59:3333/udp/239.77.0.19:5146
南方购物,http://116.21.126.59:3333/udp/239.77.0.22:5146
岭南戏曲,http://116.21.126.59:3333/udp/239.77.0.16:5146
广东房产,http://116.21.126.59:3333/udp/239.77.0.14:5146
现代教育,http://116.21.126.59:3333/udp/239.77.0.18:5146
广东移动,http://116.21.126.59:3333/udp/239.77.0.20:5146
广东综艺 4K50p,http://116.21.126.59:3333/udp/239.77.1.236:5146
广东综艺 4K,http://116.21.126.59:3333/udp/239.77.1.237:5146
广东综艺(4k),http://116.21.126.59:3333/udp/239.77.0.244:5146
广东综艺4k,http://116.21.126.59:3333/udp/239.77.0.246:5146
广东综艺4k,http://116.21.126.59:3333/udp/239.77.0.245:5146
广东综艺4k,http://116.21.126.59:3333/udp/239.77.0.252:5146
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
广州综合,http://116.21.126.59:3333/udp/239.253.43.66:5146
广州综合高清,http://116.21.126.59:3333/udp/239.253.43.71:5146
广州新闻,http://116.21.126.59:3333/udp/239.253.43.67:5146
广州新闻高清,http://116.21.126.59:3333/udp/239.253.43.72:5146
广州影视,http://116.21.126.59:3333/udp/239.253.43.68:5146
广州影视高清,http://116.21.126.59:3333/udp/239.253.43.73:5146
广州法治,http://116.21.126.59:3333/udp/239.253.43.69:5146
广州法治高清,http://116.21.126.59:3333/udp/239.253.43.74:5146
广州竞赛,http://116.21.126.59:3333/udp/239.253.43.70:5146
广州竞赛高清,http://116.21.126.59:3333/udp/239.253.43.75:5146
广视课堂 小学一,http://116.21.126.59:3333/udp/239.253.43.76:5146
广视课堂 小学二,http://116.21.126.59:3333/udp/239.253.43.77:5146
广视课堂 小学三,http://116.21.126.59:3333/udp/239.253.43.78:5146
广视课堂 小学四,http://116.21.126.59:3333/udp/239.253.43.79:5146
广视课堂 小学五,http://116.21.126.59:3333/udp/239.253.43.80:5146
广视课堂 小学六,http://116.21.126.59:3333/udp/239.253.43.81:5146
广视课堂 初一,http://116.21.126.59:3333/udp/239.253.43.89:5146
广视课堂 初二,http://116.21.126.59:3333/udp/239.253.43.90:5146
广视课堂 初三,http://116.21.126.59:3333/udp/239.253.43.91:5146
广视课堂 高一,http://116.21.126.59:3333/udp/239.253.43.92:5146
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
广视课堂 高二,http://116.21.126.59:3333/udp/239.253.43.93:5146
深圳卫视,http://116.21.126.59:3333/udp/239.77.0.55:5146
深圳卫视,http://116.21.126.59:3333/udp/239.77.1.21:5146
深圳卫视高清,http://116.21.126.59:3333/udp/239.77.1.3:5146
深圳卫视高清,http://116.21.126.59:3333/udp/239.77.1.148:5146
深圳卫视高清,http://116.21.126.59:3333/udp/239.77.0.92:5146
深圳卫视超清,http://116.21.126.59:3333/udp/239.77.0.130:5146
深圳都市频道,http://116.21.126.59:3333/udp/239.77.1.34:5146
深圳都市频道高清,http://116.21.126.59:3333/udp/239.77.1.176:5146
深圳都市频道高清,http://116.21.126.59:3333/udp/239.77.1.124:5146
深圳电视剧频道,http://116.21.126.59:3333/udp/239.77.1.7:5146
深圳电视剧频道高清,http://116.21.126.59:3333/udp/239.77.1.177:5146
深圳电视剧频道高清,http://116.21.126.59:3333/udp/239.77.1.125:5146
深圳财经生活,http://116.21.126.59:3333/udp/239.77.1.22:5146
深圳财经生活高清,http://116.21.126.59:3333/udp/239.77.1.242:5146
深圳娱乐频道,http://116.21.126.59:3333/udp/239.77.1.36:5146
深圳娱乐频道高清,http://116.21.126.59:3333/udp/239.77.1.243:5146
深圳体育健康,http://116.21.126.59:3333/udp/239.77.1.8:5146
深圳体育健康高清,http://116.21.126.59:3333/udp/239.77.1.128:5146
深圳体育健康高清,http://116.21.126.59:3333/udp/239.77.1.140:5146
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
深圳少儿频道,http://116.21.126.59:3333/udp/239.77.1.38:5146
深圳少儿频道高清,http://116.21.126.59:3333/udp/239.77.1.244:5146
深圳公共频道,http://116.21.126.59:3333/udp/239.77.1.9:5146
深圳公共频道高清,http://116.21.126.59:3333/udp/239.77.1.178:5146
深圳公共频道高清,http://116.21.126.59:3333/udp/239.77.1.126:5146
深圳宝安频道,http://116.21.126.59:3333/udp/239.77.1.206:5146
深圳宝安频道高清,http://116.21.126.59:3333/udp/239.77.1.67:5146
深圳宝安第一课,http://116.21.126.59:3333/udp/239.77.1.225:5146
深圳龙岗频道高清,http://116.21.126.59:3333/udp/239.77.1.223:5146
深圳东部频道高清,http://116.21.126.59:3333/udp/239.77.1.224:5146
深圳众创TV高清,http://116.21.126.59:3333/udp/239.77.1.247:5146
深圳移动电视,http://116.21.126.59:3333/udp/239.77.1.175:5146
深圳宜和购物,http://116.21.126.59:3333/udp/239.77.1.39:5146
深圳宜和购物高清,http://116.21.126.59:3333/udp/239.77.1.87:5146
韶关新闻综合,http://116.21.126.59:3333/udp/239.77.0.116:5146
韶关新闻综合高清,http://116.21.126.59:3333/udp/239.77.0.117:5146
韶关绿色生活,http://116.21.126.59:3333/udp/239.77.0.118:5146
韶关绿色生活高清,http://116.21.126.59:3333/udp/239.77.0.119:5146
湛江新闻综合,http://116.21.126.59:3333/udp/239.77.0.120:5146
湛江新闻综合高清,http://116.21.126.59:3333/udp/239.77.0.141:5146
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
湛江公共,http://116.21.126.59:3333/udp/239.77.0.121:5146
湛江公共高清,http://116.21.126.59:3333/udp/239.77.0.140:5146
揭阳综合,http://116.21.126.59:3333/udp/239.77.0.157:5146
揭阳综合高清,http://116.21.126.59:3333/udp/239.77.0.229:5146
揭阳生活,http://116.21.126.59:3333/udp/239.77.0.158:5146
揭阳生活高清,http://116.21.126.59:3333/udp/239.77.0.251:5146
汕尾新闻综合,http://116.21.126.59:3333/udp/239.77.1.189:5146
汕尾新闻综合高清,http://116.21.126.59:3333/udp/239.77.0.25:5146
汕尾文化生活,http://116.21.126.59:3333/udp/239.77.1.190:5146
汕尾文化生活高清,http://116.21.126.59:3333/udp/239.77.0.187:5146
江门综合,http://116.21.126.59:3333/udp/239.77.0.195:5146
江门综合高清,http://116.21.126.59:3333/udp/239.77.0.201:5146
江门侨乡生活,http://116.21.126.59:3333/udp/239.77.0.196:5146
江门侨乡生活高清,http://116.21.126.59:3333/udp/239.77.0.202:5146
江门教育,http://116.21.126.59:3333/udp/239.77.0.197:5146
江门教育高清,http://116.21.126.59:3333/udp/239.77.0.203:5146
HZTV-1,http://116.21.126.59:3333/udp/239.77.0.247:5146
HZTV-1,http://116.21.126.59:3333/udp/239.77.1.154:5146
HZTV-1高清,http://116.21.126.59:3333/udp/239.77.1.232:5146
HZTV-2,http://116.21.126.59:3333/udp/239.77.0.248:5146
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
HZTV-2,http://116.21.126.59:3333/udp/239.77.1.173:5146
HZTV-2高清,http://116.21.126.59:3333/udp/239.77.1.233:5146
珠海-1,http://116.21.126.59:3333/udp/239.77.1.230:5146
珠海-1高清,http://116.21.126.59:3333/udp/239.77.0.155:5146
珠海-2,http://116.21.126.59:3333/udp/239.77.1.231:5146
珠海-2高清,http://116.21.126.59:3333/udp/239.77.0.154:5146
肇庆综合,http://116.21.126.59:3333/udp/239.253.43.3:5146
肇庆综合高清,http://116.21.126.59:3333/udp/239.253.43.1:5146
肇庆生活服务,http://116.21.126.59:3333/udp/239.253.43.4:5146
肇庆生活服务高清,http://116.21.126.59:3333/udp/239.253.43.2:5146
河源综合,http://116.21.126.59:3333/udp/239.253.43.215:5146
河源综合高清,http://116.21.126.59:3333/udp/239.253.43.213:5146
河源公共,http://116.21.126.59:3333/udp/239.253.43.216:5146
河源公共高清,http://116.21.126.59:3333/udp/239.253.43.214:5146
清远新闻综合,http://116.21.126.59:3333/udp/239.253.43.31:5146
清远新闻综合高清,http://116.21.126.59:3333/udp/239.253.43.33:5146
清远文旅生活,http://116.21.126.59:3333/udp/239.253.43.32:5146
清远文旅生活,http://116.21.126.59:3333/udp/239.77.0.241:5146
清远文旅生活高清,http://116.21.126.59:3333/udp/239.253.43.34:5146
云浮综合,http://116.21.126.59:3333/udp/239.253.43.195:5146
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
云浮综合高清,http://116.21.126.59:3333/udp/239.77.0.253:5146
云浮文旅,http://116.21.126.59:3333/udp/239.253.43.194:5146
云浮文旅高清,http://116.21.126.59:3333/udp/239.77.0.254:5146
茂名综合,http://116.21.126.59:3333/udp/239.77.0.204:5146
茂名综合高清,http://116.21.126.59:3333/udp/239.77.0.206:5146
茂名公共,http://116.21.126.59:3333/udp/239.77.0.205:5146
茂名公共高清,http://116.21.126.59:3333/udp/239.77.0.207:5146
汕头综合,http://116.21.126.59:3333/udp/239.253.43.30:5146
汕头综合高清,http://116.21.126.59:3333/udp/239.77.1.130:5146
汕头综合高清,http://116.21.126.59:3333/udp/239.253.43.45:5146
汕头经济生活,http://116.21.126.59:3333/udp/239.253.43.43:5146
汕头经济生活高清,http://116.21.126.59:3333/udp/239.77.1.131:5146
汕头经济生活高清,http://116.21.126.59:3333/udp/239.253.43.46:5146
汕头文旅体育,http://116.21.126.59:3333/udp/239.253.43.44:5146
汕头文旅体育高清,http://116.21.126.59:3333/udp/239.77.1.132:5146
汕头文旅体育高清,http://116.21.126.59:3333/udp/239.253.43.47:5146
佛山公共,http://116.21.126.59:3333/udp/239.253.43.48:5146
佛山公共高清,http://116.21.126.59:3333/udp/239.253.43.53:5146
佛山南海,http://116.21.126.59:3333/udp/239.253.43.49:5146
佛山南海,http://116.21.126.59:3333/udp/239.77.0.236:5146
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
佛山南海高清,http://116.21.126.59:3333/udp/239.253.43.54:5146
佛山顺德,http://116.21.126.59:3333/udp/239.253.43.50:5146
佛山顺德高清,http://116.21.126.59:3333/udp/239.253.43.55:5146
佛山影视,http://116.21.126.59:3333/udp/239.253.43.51:5146
佛山影视高清,http://116.21.126.59:3333/udp/239.253.43.56:5146
佛山综合,http://116.21.126.59:3333/udp/239.253.43.52:5146
佛山综合高清,http://116.21.126.59:3333/udp/239.253.43.57:5146
东莞新闻综合,http://116.21.126.59:3333/udp/239.253.43.102:5146
东莞新闻综合高清,http://116.21.126.59:3333/udp/239.253.43.104:5146
东莞生活资讯,http://116.21.126.59:3333/udp/239.253.43.103:5146
东莞生活资讯高清,http://116.21.126.59:3333/udp/239.253.43.105:5146
中山综合,http://116.21.126.59:3333/udp/239.253.43.59:5146
中山综合高清,http://116.21.126.59:3333/udp/239.253.43.62:5146
香山文化,http://116.21.126.59:3333/udp/239.253.43.60:5146
香山文化高清,http://116.21.126.59:3333/udp/239.253.43.63:5146
中山教育,http://116.21.126.59:3333/udp/239.253.43.61:5146
中山教育高清,http://116.21.126.59:3333/udp/239.253.43.64:5146
徐闻综合高清,http://116.21.126.59:3333/udp/239.253.43.112:5146
湖南卫视,http://116.21.126.59:3333/udp/239.77.0.46:5146
湖南卫视,http://116.21.126.59:3333/udp/239.77.1.29:5146
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
湖南卫视高清,http://116.21.126.59:3333/udp/239.77.1.5:5146
湖南卫视高清,http://116.21.126.59:3333/udp/239.77.1.129:5146
湖南卫视高清,http://116.21.126.59:3333/udp/239.77.0.88:5146
湖南卫视超清,http://116.21.126.59:3333/udp/239.77.0.127:5146
浙江卫视,http://116.21.126.59:3333/udp/239.77.0.47:5146
浙江卫视,http://116.21.126.59:3333/udp/239.77.1.32:5146
浙江卫视高清,http://116.21.126.59:3333/udp/239.77.1.33:5146
浙江卫视高清,http://116.21.126.59:3333/udp/239.77.1.150:5146
浙江卫视高清,http://116.21.126.59:3333/udp/239.77.0.89:5146
浙江卫视超清,http://116.21.126.59:3333/udp/239.77.0.125:5146
江苏卫视,http://116.21.126.59:3333/udp/239.77.0.48:5146
江苏卫视,http://116.21.126.59:3333/udp/239.77.1.40:5146
江苏卫视高清,http://116.21.126.59:3333/udp/239.77.1.18:5146
江苏卫视高清,http://116.21.126.59:3333/udp/239.77.1.149:5146
江苏卫视高清,http://116.21.126.59:3333/udp/239.77.0.90:5146
江苏卫视超清,http://116.21.126.59:3333/udp/239.77.0.126:5146
东方卫视,http://116.21.126.59:3333/udp/239.77.0.49:5146
东方卫视,http://116.21.126.59:3333/udp/239.77.1.48:5146
东方卫视高清,http://116.21.126.59:3333/udp/239.77.1.218:5146
东方卫视高清,http://116.21.126.59:3333/udp/239.77.1.156:5146
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
东方卫视高清,http://116.21.126.59:3333/udp/239.77.0.98:5146
安徽卫视,http://116.21.126.59:3333/udp/239.77.0.50:5146
安徽卫视,http://116.21.126.59:3333/udp/239.77.1.13:5146
安徽卫视高清,http://116.21.126.59:3333/udp/239.77.1.92:5146
安徽卫视高清,http://116.21.126.59:3333/udp/239.77.1.157:5146
安徽卫视高清,http://116.21.126.59:3333/udp/239.77.0.183:5146
北京卫视,http://116.21.126.59:3333/udp/239.77.0.51:5146
北京卫视,http://116.21.126.59:3333/udp/239.77.1.14:5146
北京卫视高清,http://116.21.126.59:3333/udp/239.77.1.4:5146
北京卫视高清,http://116.21.126.59:3333/udp/239.77.1.151:5146
北京卫视高清,http://116.21.126.59:3333/udp/239.77.0.91:5146
天津卫视,http://116.21.126.59:3333/udp/239.77.0.52:5146
天津卫视,http://116.21.126.59:3333/udp/239.77.1.37:5146
天津卫视高清,http://116.21.126.59:3333/udp/239.77.1.141:5146
天津卫视高清,http://116.21.126.59:3333/udp/239.77.1.182:5146
天津卫视高清,http://116.21.126.59:3333/udp/239.77.0.97:5146
天津卫视超清,http://116.21.126.59:3333/udp/239.77.0.131:5146
山东卫视,http://116.21.126.59:3333/udp/239.77.0.53:5146
山东卫视,http://116.21.126.59:3333/udp/239.77.1.66:5146
山东卫视高清,http://116.21.126.59:3333/udp/239.77.1.142:5146
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
山东卫视高清,http://116.21.126.59:3333/udp/239.77.1.153:5146
山东卫视高清,http://116.21.126.59:3333/udp/239.77.0.94:5146
山东卫视超清,http://116.21.126.59:3333/udp/239.77.0.132:5146
江西卫视,http://116.21.126.59:3333/udp/239.77.0.54:5146
江西卫视,http://116.21.126.59:3333/udp/239.77.1.73:5146
江西卫视高清,http://116.21.126.59:3333/udp/239.77.1.219:5146
江西卫视高清,http://116.21.126.59:3333/udp/239.77.0.149:5146
湖北卫视,http://116.21.126.59:3333/udp/239.77.0.56:5146
湖北卫视,http://116.21.126.59:3333/udp/239.77.1.44:5146
湖北卫视高清,http://116.21.126.59:3333/udp/239.77.1.93:5146
湖北卫视高清,http://116.21.126.59:3333/udp/239.77.1.174:5146
湖北卫视高清,http://116.21.126.59:3333/udp/239.77.0.95:5146
湖北卫视超清,http://116.21.126.59:3333/udp/239.77.0.128:5146
辽宁卫视,http://116.21.126.59:3333/udp/239.77.0.57:5146
辽宁卫视,http://116.21.126.59:3333/udp/239.77.1.62:5146
辽宁卫视高清,http://116.21.126.59:3333/udp/239.77.1.103:5146
辽宁卫视 高清,http://116.21.126.59:3333/udp/239.77.0.123:5146
辽宁卫视超清 ),http://116.21.126.59:3333/udp/239.77.0.161:5146
黑龙江卫视,http://116.21.126.59:3333/udp/239.77.0.58:5146
黑龙江卫视,http://116.21.126.59:3333/udp/239.77.1.71:5146
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
黑龙江卫视高清,http://116.21.126.59:3333/udp/239.77.1.6:5146
黑龙江卫视高清,http://116.21.126.59:3333/udp/239.77.1.179:5146
黑龙江卫视高清,http://116.21.126.59:3333/udp/239.77.0.93:5146
黑龙江卫视超清,http://116.21.126.59:3333/udp/239.77.0.124:5146
贵州卫视,http://116.21.126.59:3333/udp/239.77.0.59:5146
贵州卫视,http://116.21.126.59:3333/udp/239.77.1.61:5146
贵州卫视高清,http://116.21.126.59:3333/udp/239.77.1.221:5146
贵州卫视高清,http://116.21.126.59:3333/udp/239.77.0.230:5146
四川卫视,http://116.21.126.59:3333/udp/239.77.0.60:5146
四川卫视,http://116.21.126.59:3333/udp/239.77.1.30:5146
四川卫视高清,http://116.21.126.59:3333/udp/239.77.1.215:5146
四川卫视高清,http://116.21.126.59:3333/udp/239.77.0.159:5146
四川卫视超清,http://116.21.126.59:3333/udp/239.77.0.163:5146
河南卫视,http://116.21.126.59:3333/udp/239.77.0.61:5146
河南卫视,http://116.21.126.59:3333/udp/239.77.1.58:5146
河南卫视高清,http://116.21.126.59:3333/udp/239.77.1.229:5146
河南卫视高清,http://116.21.126.59:3333/udp/239.77.0.17:5146
云南卫视,http://116.21.126.59:3333/udp/239.77.0.62:5146
云南卫视,http://116.21.126.59:3333/udp/239.77.1.72:5146
云南卫视高清,http://116.21.126.59:3333/udp/239.253.43.37:5146
来自广东电信(116.21.126.59:3333)的组播源共有332个频道：
云南卫视高清,http://116.21.126.59:3333/udp/239.253.43.100:5146
重庆卫视,http://116.21.126.59:3333/udp/239.77.0.63:5146
重庆卫视,http://116.21.126.59:3333/udp/239.77.1.16:5146
重庆卫视高清,http://116.21.126.59:3333/udp/239.77.1.162:5146
重庆卫视高清,http://116.21.126.59:3333/udp/239.77.1.210:5146
重庆卫视高清,http://116.21.126.59:3333/udp/239.77.0.182:5146
河北卫视,http://116.21.126.59:3333/udp/239.77.0.64:5146
河北卫视,http://116.21.126.59:3333/udp/239.77.1.60:5146
河北卫视高清,http://116.21.126.59:3333/udp/239.77.1.214:5146
河北卫视高清,http://116.21.126.59:3333/udp/239.77.0.148:5146
东南卫视,http://116.21.126.59:3333/udp/239.77.0.65:5146
东南卫视,http://116.21.126.59:3333/udp/239.77.1.1:5146
东南卫视,http://116.21.126.59:3333/udp/239.77.1.213:5146
东南卫视高清,http://116.21.126.59:3333/udp/239.77.1.104:5146
07贵州组播,#genre#███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████

08海南组播,#genre#███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████

09河北组播,#genre#███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████
来自河北电信(27.184.10.191:4000)的组播源共有310个频道：
CCTV-1,http://27.184.10.191:4000/rtp/239.254.200.45:8008
CCTV-2,http://27.184.10.191:4000/rtp/239.254.200.158:6000
CCTV-3,http://27.184.10.191:4000/rtp/239.254.200.13:6000
CCTV-4,http://27.184.10.191:4000/rtp/239.254.200.190:6307
CCTV-5,http://27.184.10.191:4000/rtp/239.254.200.14:6000
CCTV-6,http://27.184.10.191:4000/rtp/239.254.200.15:6000
CCTV-7,http://27.184.10.191:4000/rtp/239.254.200.159:6000
CCTV-8,http://27.184.10.191:4000/rtp/239.254.200.16:6000
CCTV-9,http://27.184.10.191:4000/rtp/239.254.200.59:8112
CCTV-10,http://27.184.10.191:4000/rtp/239.254.200.160:6000
